Timestamp,"Layton, UT Sunrise/Sunset","Layton, UT Humidity","Layton, UT Cond","Layton, UT Temp",Museum of Natural History Temp,Museum of Natural History Humidity,"Salt Lake City, UT Temp","Salt Lake City, UT Cond","Salt Lake City, UT Sunrise/Sunset","Salt Lake City, UT Humidity"
2017-12-11T22:00:00-07:00 Denver,"",85%,2,27°F,"","",27°F,2_unknown,"",85%
2017-12-11T23:00:00-07:00 Denver,"",82%,2,27°F,"","",27°F,2_unknown,"",84%
2017-12-12T00:00:00-07:00 Denver,"",80%,2,26°F,"","",27°F,2_unknown,"",84%
2017-12-12T01:00:00-07:00 Denver,"",79%,2,26°F,"","",27°F,2_unknown,"",81%
2017-12-12T02:00:00-07:00 Denver,"",79%,2,25°F,"","",27°F,2_unknown,"",78%
2017-12-12T03:00:00-07:00 Denver,"",78%,2,24°F,"","",27°F,2_unknown,"",75%
2017-12-12T04:00:00-07:00 Denver,"",77%,2,24°F,"","",26°F,2_unknown,"",76%
2017-12-12T05:00:00-07:00 Denver,"",77%,2,24°F,"","",26°F,2_unknown,"",77%
2017-12-12T06:00:00-07:00 Denver,"",76%,2,24°F,"","",26°F,2_unknown,"",78%
2017-12-12T07:00:00-07:00 Denver,"",76%,2,23°F,"","",26°F,2_unknown,"",76%
2017-12-12T07:43:00-07:00 Denver,"","","","","","","","",true,""
2017-12-12T07:44:00-07:00 Denver,true,"","","","","","","","",""
2017-12-12T08:00:00-07:00 Denver,"",75%,2,23°F,"","",26°F,2_unknown,"",74%
2017-12-12T09:00:00-07:00 Denver,"",75%,2,23°F,"","",26°F,2_unknown,"",72%
2017-12-12T10:00:00-07:00 Denver,"",72%,2,26°F,"","",27°F,2_unknown,"",69%
2017-12-12T11:00:00-07:00 Denver,"",70%,2,28°F,"","",29°F,2_unknown,"",65%
2017-12-12T12:00:00-07:00 Denver,"",67%,2,31°F,"","",31°F,2_unknown,"",62%
2017-12-12T13:00:00-07:00 Denver,"",67%,2,32°F,"","",32°F,2_unknown,"",64%
2017-12-12T14:00:00-07:00 Denver,"",67%,2,33°F,"","",33°F,2_unknown,"",66%
2017-12-12T15:00:00-07:00 Denver,"",66%,2,35°F,"","",33°F,2_unknown,"",68%
2017-12-12T16:00:00-07:00 Denver,"",73%,2,33°F,"","",32°F,2_unknown,"",74%
2017-12-12T17:00:00-07:00 Denver,false,80%,2,31°F,"","",31°F,2_unknown,false,80%
2017-12-12T18:00:00-07:00 Denver,"",87%,2,29°F,"","",30°F,2_unknown,"",86%
2017-12-12T19:00:00-07:00 Denver,"",84%,2,29°F,"","",30°F,2_unknown,"",81%
2017-12-12T20:00:00-07:00 Denver,"",80%,2,29°F,"","",30°F,2_unknown,"",77%
2017-12-12T21:00:00-07:00 Denver,"",77%,2,29°F,"","",30°F,2_unknown,"",72%
2017-12-12T22:00:00-07:00 Denver,"",78%,2,28°F,"","",29°F,2_unknown,"",73%
2017-12-12T23:00:00-07:00 Denver,"",78%,2,27°F,"","",29°F,2_unknown,"",74%
2017-12-13T00:00:00-07:00 Denver,"",79%,2,26°F,"","",28°F,2_unknown,"",75%
2017-12-13T01:00:00-07:00 Denver,"",79%,2,26°F,"","",28°F,2_unknown,"",73%
2017-12-13T02:00:00-07:00 Denver,"",79%,2,25°F,"","",28°F,2_unknown,"",72%
2017-12-13T03:00:00-07:00 Denver,"",79%,2,24°F,"","",28°F,2_unknown,"",70%
2017-12-13T04:00:00-07:00 Denver,"",78%,2,24°F,"","",27°F,2_unknown,"",73%
2017-12-13T05:00:00-07:00 Denver,"",78%,2,23°F,"","",27°F,2_unknown,"",76%
2017-12-13T06:00:00-07:00 Denver,"",78%,2,23°F,"","",26°F,2_unknown,"",79%
2017-12-13T07:00:00-07:00 Denver,"",79%,2,23°F,"","",26°F,2_unknown,"",81%
2017-12-13T07:44:00-07:00 Denver,"","","","","","","","",true,""
2017-12-13T07:45:00-07:00 Denver,true,"","","","","","","","",""
2017-12-13T08:00:00-07:00 Denver,"",81%,2,23°F,"","",26°F,2_unknown,"",82%
2017-12-13T09:00:00-07:00 Denver,"",82%,2,23°F,"","",25°F,2_unknown,"",83%
2017-12-13T10:00:00-07:00 Denver,"",84%,2,24°F,"","",27°F,2_unknown,"",82%
2017-12-13T11:00:00-07:00 Denver,"",86%,2,26°F,"","",28°F,2_unknown,"",82%
2017-12-13T12:00:00-07:00 Denver,"",88%,2,27°F,"","",29°F,2_unknown,"",81%
2017-12-13T13:00:00-07:00 Denver,"",87%,2,28°F,"","",30°F,2_unknown,"",80%
2017-12-13T14:00:00-07:00 Denver,"",85%,3,29°F,"","",31°F,3_unknown,"",78%
2017-12-13T15:00:00-07:00 Denver,"",83%,3,30°F,"","",32°F,3_unknown,"",77%
2017-12-13T16:00:00-07:00 Denver,"",86%,3,29°F,"","",31°F,3_unknown,"",80%
2017-12-13T17:00:00-07:00 Denver,false,89%,3,29°F,"","",31°F,2_unknown,false,83%
2017-12-13T18:00:00-07:00 Denver,"",93%,3,28°F,"","",30°F,2_unknown,"",86%
2017-12-13T19:00:00-07:00 Denver,"",89%,3,29°F,"","",30°F,2_unknown,"",87%
2017-12-13T20:00:00-07:00 Denver,"",86%,3,29°F,"","",29°F,3_unknown,"",87%
2017-12-13T21:00:00-07:00 Denver,"",83%,3,30°F,"","",29°F,3_unknown,"",87%
2017-12-13T22:00:00-07:00 Denver,"",87%,3,29°F,"","",28°F,3_unknown,"",90%
2017-12-13T23:00:00-07:00 Denver,"",90%,4,28°F,"","",28°F,4_unknown,"",92%
2017-12-14T00:00:00-07:00 Denver,"",94%,4,27°F,"","",27°F,4_unknown,"",94%
2017-12-14T01:00:00-07:00 Denver,"",95%,4,25°F,"","",27°F,4_unknown,"",95%
2017-12-14T02:00:00-07:00 Denver,"",96%,4,23°F,"","",27°F,4_unknown,"",95%
2017-12-14T03:00:00-07:00 Denver,"",97%,4,22°F,"","",27°F,4_unknown,"",95%
2017-12-14T04:00:00-07:00 Denver,"",97%,4,21°F,"","",27°F,4_unknown,"",95%
2017-12-14T05:00:00-07:00 Denver,"",97%,4,21°F,"","",26°F,3_unknown,"",94%
2017-12-14T06:00:00-07:00 Denver,"",97%,4,20°F,"","",26°F,3_unknown,"",94%
2017-12-14T07:00:00-07:00 Denver,"",97%,4,20°F,"","",26°F,3_unknown,"",93%
2017-12-14T07:44:00-07:00 Denver,"","","","","","","","",true,""
2017-12-14T07:46:00-07:00 Denver,true,"","","","","","","","",""
2017-12-14T08:00:00-07:00 Denver,"",97%,4,20°F,"","",25°F,2_unknown,"",92%
2017-12-14T09:00:00-07:00 Denver,"",97%,4,19°F,"","",25°F,2_unknown,"",91%
2017-12-14T10:00:00-07:00 Denver,"",94%,4,21°F,"","",25°F,2_unknown,"",90%
2017-12-14T11:00:00-07:00 Denver,"",92%,3,24°F,"","",25°F,3_unknown,"",89%
2017-12-14T12:00:00-07:00 Denver,"",89%,3,26°F,"","",26°F,3_unknown,"",88%
2017-12-14T13:00:00-07:00 Denver,"",90%,3,26°F,"","",26°F,3_unknown,"",89%
2017-12-14T14:00:00-07:00 Denver,"",91%,3,26°F,"","",26°F,3_unknown,"",90%
2017-12-14T15:00:00-07:00 Denver,"",91%,3,26°F,"","",26°F,3_unknown,"",90%
2017-12-14T16:00:00-07:00 Denver,"",93%,3,26°F,"","",25°F,3_unknown,"",91%
2017-12-14T17:00:00-07:00 Denver,false,94%,4,25°F,"","",25°F,3_unknown,"",91%
2017-12-14T17:01:00-07:00 Denver,"","","","","","","","",false,""
2017-12-14T18:00:00-07:00 Denver,"",96%,4,25°F,"","",25°F,3_unknown,"",91%
2017-12-14T19:00:00-07:00 Denver,"",96%,4,25°F,"","",25°F,3_unknown,"",89%
2017-12-14T20:00:00-07:00 Denver,"",96%,4,25°F,"","",25°F,2_unknown,"",88%
2017-12-14T21:00:00-07:00 Denver,"",96%,4,25°F,"","",25°F,2_unknown,"",86%
2017-12-14T22:00:00-07:00 Denver,"",95%,4,25°F,"","",24°F,2_unknown,"",88%
2017-12-14T23:00:00-07:00 Denver,"",93%,3,25°F,"","",24°F,2_unknown,"",89%
2017-12-15T00:00:00-07:00 Denver,"",92%,3,25°F,"","",23°F,2_unknown,"",90%
2017-12-15T01:00:00-07:00 Denver,"",90%,3,24°F,"","",24°F,2_unknown,"",82%
2017-12-15T02:00:00-07:00 Denver,"",88%,2,23°F,"","",26°F,2_unknown,"",73%
2017-12-15T03:00:00-07:00 Denver,"",86%,2,22°F,"","",27°F,2_unknown,"",64%
2017-12-15T04:00:00-07:00 Denver,"",84%,2,22°F,"","",27°F,2_unknown,"",65%
2017-12-15T05:00:00-07:00 Denver,"",82%,2,23°F,"","",26°F,2_unknown,"",65%
2017-12-15T06:00:00-07:00 Denver,"",80%,2,23°F,"","",25°F,2_unknown,"",65%
2017-12-15T07:00:00-07:00 Denver,"",82%,2,22°F,"","",25°F,2_unknown,"",65%
2017-12-15T07:45:00-07:00 Denver,"","","","","","","","",true,""
2017-12-15T07:46:00-07:00 Denver,true,"","","","","","","","",""
2017-12-15T08:00:00-07:00 Denver,"",83%,1,21°F,"","",25°F,1_unknown,"",64%
2017-12-15T09:00:00-07:00 Denver,"",85%,1,20°F,"","",25°F,1_unknown,"",64%
2017-12-15T10:00:00-07:00 Denver,"",74%,1,24°F,"","",29°F,1_unknown,"",57%
2017-12-15T11:00:00-07:00 Denver,"",64%,2,29°F,"","",33°F,1_unknown,"",50%
2017-12-15T12:00:00-07:00 Denver,"",53%,2,33°F,"","",38°F,1_unknown,"",43%
2017-12-15T13:00:00-07:00 Denver,"",51%,2,35°F,"","",39°F,1_unknown,"",41%
2017-12-15T14:00:00-07:00 Denver,"",49%,2,36°F,"","",40°F,2_unknown,"",40%
2017-12-15T15:00:00-07:00 Denver,"",47%,2,37°F,"","",41°F,2_unknown,"",38%
2017-12-15T16:00:00-07:00 Denver,"",49%,2,37°F,"","",40°F,2_unknown,"",44%
2017-12-15T17:00:00-07:00 Denver,false,52%,2,36°F,"","",38°F,2_unknown,"",50%
2017-12-15T17:01:00-07:00 Denver,"","","","","","","","",false,""
2017-12-15T18:00:00-07:00 Denver,"",55%,2,36°F,"","",37°F,2_unknown,"",57%
2017-12-15T19:00:00-07:00 Denver,"",58%,2,35°F,"","",35°F,2_unknown,"",58%
2017-12-15T20:00:00-07:00 Denver,"",61%,3,33°F,"","",34°F,3_unknown,"",59%
2017-12-15T21:00:00-07:00 Denver,"",64%,3,32°F,"","",32°F,3_unknown,"",60%
2017-12-15T22:00:00-07:00 Denver,"",66%,3,31°F,"","",32°F,3_unknown,"",59%
2017-12-15T23:00:00-07:00 Denver,"",68%,3,31°F,"","",31°F,3_unknown,"",58%
2017-12-16T00:00:00-07:00 Denver,"",71%,3,30°F,"","",31°F,3_unknown,"",57%
2017-12-16T01:00:00-07:00 Denver,"",71%,3,30°F,"","",32°F,3_unknown,"",57%
2017-12-16T02:00:00-07:00 Denver,"",70%,3,30°F,"","",32°F,3_unknown,"",56%
2017-12-16T03:00:00-07:00 Denver,"",70%,3,30°F,"","",32°F,3_unknown,"",56%
2017-12-16T04:00:00-07:00 Denver,"",68%,3,30°F,"","",31°F,3_unknown,"",62%
2017-12-16T05:00:00-07:00 Denver,"",67%,3,31°F,"","",30°F,3_unknown,"",69%
2017-12-16T06:00:00-07:00 Denver,"",65%,3,31°F,"","",29°F,3_unknown,"",75%
2017-12-16T07:00:00-07:00 Denver,"",74%,3,30°F,"","",28°F,3_unknown,"",82%
2017-12-16T07:46:00-07:00 Denver,"","","","","","","","",true,""
2017-12-16T07:47:00-07:00 Denver,true,"","","","","","","","",""
2017-12-16T08:00:00-07:00 Denver,"",83%,3,28°F,"","",28°F,4_unknown,"",89%
2017-12-16T09:00:00-07:00 Denver,"",91%,3,27°F,"","",27°F,4_unknown,"",97%
2017-12-16T10:00:00-07:00 Denver,"",91%,3,28°F,"","",28°F,4_unknown,"",95%
2017-12-16T11:00:00-07:00 Denver,"",91%,9,29°F,"","",28°F,3_unknown,"",94%
2017-12-16T12:00:00-07:00 Denver,"",91%,9,29°F,"","",29°F,3_unknown,"",93%
2017-12-16T13:00:00-07:00 Denver,"",90%,9,29°F,"","",29°F,3_unknown,"",91%
2017-12-16T14:00:00-07:00 Denver,"",89%,3,30°F,"","",29°F,9_unknown,"",89%
2017-12-16T15:00:00-07:00 Denver,"",88%,3,30°F,"","",29°F,9_unknown,"",88%
2017-12-16T16:00:00-07:00 Denver,"",90%,3,29°F,"","",29°F,9_unknown,"",90%
2017-12-16T17:00:00-07:00 Denver,"",92%,3,28°F,"","",28°F,3_unknown,"",92%
2017-12-16T17:01:00-07:00 Denver,false,"","","","","","","",false,""
2017-12-16T18:00:00-07:00 Denver,"",94%,3,28°F,"","",28°F,3_unknown,"",94%
2017-12-16T19:00:00-07:00 Denver,"",93%,3,27°F,"","",28°F,3_unknown,"",95%
2017-12-16T20:00:00-07:00 Denver,"",92%,3,27°F,"","",28°F,4_unknown,"",95%
2017-12-16T21:00:00-07:00 Denver,"",91%,3,27°F,"","",27°F,4_unknown,"",96%
2017-12-16T22:00:00-07:00 Denver,"",91%,3,26°F,"","",27°F,4_unknown,"",95%
2017-12-16T23:00:00-07:00 Denver,"",90%,2,26°F,"","",26°F,3_unknown,"",95%
2017-12-17T00:00:00-07:00 Denver,"",90%,2,25°F,"","",26°F,3_unknown,"",94%
2017-12-17T01:00:00-07:00 Denver,"",91%,2,24°F,"","",26°F,3_unknown,"",93%
2017-12-17T02:00:00-07:00 Denver,"",92%,2,24°F,"","",25°F,3_unknown,"",92%
2017-12-17T03:00:00-07:00 Denver,"",93%,2,23°F,"","",25°F,3_unknown,"",92%
2017-12-17T04:00:00-07:00 Denver,"",93%,2,23°F,"","",25°F,3_unknown,"",91%
2017-12-17T05:00:00-07:00 Denver,"",92%,2,22°F,"","",24°F,3_unknown,"",91%
2017-12-17T06:00:00-07:00 Denver,"",92%,2,22°F,"","",24°F,3_unknown,"",91%
2017-12-17T07:00:00-07:00 Denver,"",92%,2,22°F,"","",24°F,3_unknown,"",90%
2017-12-17T07:46:00-07:00 Denver,"","","","","","","","",true,""
2017-12-17T07:48:00-07:00 Denver,true,"","","","","","","","",""
2017-12-17T08:00:00-07:00 Denver,"",92%,2,22°F,"","",23°F,3_unknown,"",90%
2017-12-17T09:00:00-07:00 Denver,"",92%,2,21°F,"","",23°F,3_unknown,"",89%
2017-12-17T10:00:00-07:00 Denver,"",87%,2,23°F,"","",24°F,3_unknown,"",85%
2017-12-17T11:00:00-07:00 Denver,"",82%,2,25°F,"","",25°F,3_unknown,"",82%
2017-12-17T12:00:00-07:00 Denver,"",77%,2,26°F,"","",26°F,3_unknown,"",78%
2017-12-17T13:00:00-07:00 Denver,"",76%,2,27°F,"","",27°F,3_unknown,"",76%
2017-12-17T14:00:00-07:00 Denver,"",74%,2,27°F,"","",27°F,2_unknown,"",74%
2017-12-17T15:00:00-07:00 Denver,"",73%,2,28°F,"","",28°F,2_unknown,"",72%
2017-12-17T16:00:00-07:00 Denver,"",75%,2,27°F,"","",28°F,2_unknown,"",76%
2017-12-17T17:00:00-07:00 Denver,"",78%,2,26°F,"","",27°F,2_unknown,"",79%
2017-12-17T17:01:00-07:00 Denver,false,"","","","","","","","",""
2017-12-17T17:02:00-07:00 Denver,"","","","","","","","",false,""
2017-12-17T18:00:00-07:00 Denver,"",81%,2,26°F,"","",26°F,2_unknown,"",83%
2017-12-17T19:00:00-07:00 Denver,"",81%,2,26°F,"","",26°F,2_unknown,"",82%
2017-12-17T20:00:00-07:00 Denver,"",81%,2,26°F,"","",27°F,2_unknown,"",82%
2017-12-17T21:00:00-07:00 Denver,"",81%,2,27°F,"","",27°F,2_unknown,"",81%
2017-12-17T22:00:00-07:00 Denver,"",81%,2,27°F,"","",27°F,2_unknown,"",82%
2017-12-17T23:00:00-07:00 Denver,"",82%,2,26°F,"","",26°F,2_unknown,"",82%
2017-12-18T00:00:00-07:00 Denver,"",83%,2,26°F,"","",26°F,2_unknown,"",83%
2017-12-18T01:00:00-07:00 Denver,"",82%,2,26°F,"","",25°F,2_unknown,"",83%
2017-12-18T02:00:00-07:00 Denver,"",81%,2,27°F,"","",25°F,2_unknown,"",83%
2017-12-18T03:00:00-07:00 Denver,"",80%,2,27°F,"","",24°F,2_unknown,"",84%
2017-12-18T04:00:00-07:00 Denver,"",80%,2,26°F,"","",24°F,2_unknown,"",82%
2017-12-18T05:00:00-07:00 Denver,"",79%,2,26°F,"","",24°F,2_unknown,"",81%
2017-12-18T06:00:00-07:00 Denver,"",78%,2,26°F,"","",24°F,2_unknown,"",79%
2017-12-18T07:00:00-07:00 Denver,"",79%,2,26°F,"","",24°F,2_unknown,"",78%
2017-12-18T07:47:00-07:00 Denver,"","","","","","","","",true,""
2017-12-18T07:48:00-07:00 Denver,true,"","","","","","","","",""
2017-12-18T08:00:00-07:00 Denver,"",80%,2,25°F,"","",24°F,2_unknown,"",77%
2017-12-18T09:00:00-07:00 Denver,"",81%,2,24°F,"","",24°F,2_unknown,"",76%
2017-12-18T10:00:00-07:00 Denver,"",76%,2,26°F,"","",26°F,2_unknown,"",71%
2017-12-18T11:00:00-07:00 Denver,"",70%,3,28°F,"","",28°F,3_unknown,"",65%
2017-12-18T12:00:00-07:00 Denver,"",65%,3,29°F,"","",30°F,3_unknown,"",60%
2017-12-18T13:00:00-07:00 Denver,"",63%,3,30°F,"","",31°F,3_unknown,"",58%
2017-12-18T14:00:00-07:00 Denver,"",62%,3,31°F,"","",32°F,3_unknown,"",56%
2017-12-18T15:00:00-07:00 Denver,"",60%,3,31°F,"","",33°F,3_unknown,"",54%
2017-12-18T16:00:00-07:00 Denver,"",61%,3,32°F,"","",34°F,3_unknown,"",56%
2017-12-18T17:00:00-07:00 Denver,"",63%,2,32°F,"","",34°F,2_unknown,"",58%
2017-12-18T17:01:00-07:00 Denver,false,"","","","","","","","",""
2017-12-18T17:02:00-07:00 Denver,"","","","","","","","",false,""
2017-12-18T18:00:00-07:00 Denver,"",64%,2,32°F,"","",34°F,2_unknown,"",59%
2017-12-18T19:00:00-07:00 Denver,"",68%,2,32°F,"","",34°F,2_unknown,"",61%
2017-12-18T20:00:00-07:00 Denver,"",72%,2,31°F,"","",34°F,2_unknown,"",63%
2017-12-18T21:00:00-07:00 Denver,"",75%,2,31°F,"","",34°F,2_unknown,"",65%
2017-12-18T22:00:00-07:00 Denver,"",81%,2,28°F,"","",33°F,2_unknown,"",66%
2017-12-18T23:00:00-07:00 Denver,"",87%,2,25°F,"","",32°F,1_unknown,"",67%
2017-12-19T00:00:00-07:00 Denver,"",92%,2,23°F,"","",31°F,1_unknown,"",69%
2017-12-19T01:00:00-07:00 Denver,"",93%,2,22°F,"","",31°F,1_unknown,"",69%
2017-12-19T02:00:00-07:00 Denver,"",95%,2,21°F,"","",30°F,2_unknown,"",70%
2017-12-19T03:00:00-07:00 Denver,"",96%,2,19°F,"","",29°F,2_unknown,"",71%
2017-12-19T04:00:00-07:00 Denver,"",96%,2,20°F,"","",28°F,2_unknown,"",73%
2017-12-19T05:00:00-07:00 Denver,"",96%,2,20°F,"","",27°F,2_unknown,"",76%
2017-12-19T06:00:00-07:00 Denver,"",96%,2,20°F,"","",26°F,2_unknown,"",79%
2017-12-19T07:00:00-07:00 Denver,"",96%,2,20°F,"","",26°F,2_unknown,"",80%
2017-12-19T07:48:00-07:00 Denver,"","","","","","","","",true,""
2017-12-19T07:49:00-07:00 Denver,true,"","","","","","","","",""
2017-12-19T08:00:00-07:00 Denver,"",96%,2,20°F,"","",25°F,2_unknown,"",80%
2017-12-19T09:00:00-07:00 Denver,"",96%,2,20°F,"","",25°F,2_unknown,"",80%
2017-12-19T10:00:00-07:00 Denver,"",86%,2,25°F,"","",30°F,2_unknown,"",70%
2017-12-19T11:00:00-07:00 Denver,"",77%,2,30°F,"","",35°F,2_unknown,"",59%
2017-12-19T12:00:00-07:00 Denver,"",67%,2,35°F,"","",39°F,2_unknown,"",48%
2017-12-19T13:00:00-07:00 Denver,"",63%,2,37°F,"","",41°F,2_unknown,"",45%
2017-12-19T14:00:00-07:00 Denver,"",58%,2,39°F,"","",43°F,1_unknown,"",42%
2017-12-19T15:00:00-07:00 Denver,"",54%,2,41°F,"","",46°F,1_unknown,"",39%
2017-12-19T16:00:00-07:00 Denver,"",58%,2,40°F,"","",43°F,1_unknown,"",43%
2017-12-19T17:00:00-07:00 Denver,"",62%,3,38°F,"","",41°F,2_unknown,"",48%
2017-12-19T17:02:00-07:00 Denver,false,"","","","","","","",false,""
2017-12-19T18:00:00-07:00 Denver,"",66%,3,37°F,"","",39°F,2_unknown,"",53%
2017-12-19T19:00:00-07:00 Denver,"",65%,3,35°F,"","",38°F,2_unknown,"",53%
2017-12-19T20:00:00-07:00 Denver,"",65%,3,34°F,"","",37°F,3_unknown,"",53%
2017-12-19T21:00:00-07:00 Denver,"",64%,3,33°F,"","",36°F,3_unknown,"",53%
2017-12-19T22:00:00-07:00 Denver,"",61%,3,34°F,"","",37°F,3_unknown,"",49%
2017-12-19T23:00:00-07:00 Denver,"",59%,3,36°F,"","",38°F,3_unknown,"",46%
2017-12-20T00:00:00-07:00 Denver,"",56%,3,37°F,"","",39°F,3_unknown,"",43%
2017-12-20T01:00:00-07:00 Denver,"",55%,3,37°F,"","",39°F,3_unknown,"",43%
2017-12-20T02:00:00-07:00 Denver,"",55%,3,38°F,"","",39°F,3_unknown,"",44%
2017-12-20T03:00:00-07:00 Denver,"",54%,3,39°F,"","",39°F,3_unknown,"",44%
2017-12-20T04:00:00-07:00 Denver,"",56%,3,38°F,"","",39°F,3_unknown,"",46%
2017-12-20T05:00:00-07:00 Denver,"",58%,3,37°F,"","",38°F,3_unknown,"",47%
2017-12-20T06:00:00-07:00 Denver,"",60%,3,36°F,"","",38°F,3_unknown,"",49%
2017-12-20T07:00:00-07:00 Denver,"",61%,3,36°F,"","",37°F,3_unknown,"",50%
2017-12-20T07:48:00-07:00 Denver,"","","","","","","","",true,""
2017-12-20T07:49:00-07:00 Denver,true,"","","","","","","","",""
2017-12-20T08:00:00-07:00 Denver,"",61%,3,35°F,"","",36°F,3_unknown,"",51%
2017-12-20T09:00:00-07:00 Denver,"",62%,3,34°F,"","",35°F,3_unknown,"",52%
2017-12-20T10:00:00-07:00 Denver,"",62%,3,34°F,"","",35°F,3_unknown,"",51%
2017-12-20T11:00:00-07:00 Denver,"",61%,3,34°F,"","",35°F,3_unknown,"",50%
2017-12-20T12:00:00-07:00 Denver,"",61%,3,34°F,"","",35°F,3_unknown,"",49%
2017-12-20T13:00:00-07:00 Denver,"",71%,3,32°F,"","",33°F,3_unknown,"",63%
2017-12-20T14:00:00-07:00 Denver,"",82%,9,30°F,"","",31°F,3_unknown,"",77%
2017-12-20T15:00:00-07:00 Denver,"",93%,9,28°F,"","",29°F,3_unknown,"",91%
2017-12-20T16:00:00-07:00 Denver,"",91%,9,27°F,"","",28°F,3_unknown,"",91%
2017-12-20T17:00:00-07:00 Denver,"",89%,9,25°F,"","",26°F,9_unknown,"",91%
2017-12-20T17:02:00-07:00 Denver,false,"","","","","","","","",""
2017-12-20T17:03:00-07:00 Denver,"","","","","","","","",false,""
2017-12-20T18:00:00-07:00 Denver,"",87%,9,24°F,"","",24°F,9_unknown,"",91%
2017-12-20T19:00:00-07:00 Denver,"",82%,9,25°F,"","",25°F,9_unknown,"",90%
2017-12-20T20:00:00-07:00 Denver,"",77%,3,25°F,"","",25°F,3_unknown,"",88%
2017-12-20T21:00:00-07:00 Denver,"",73%,3,26°F,"","",26°F,3_unknown,"",86%
2017-12-20T22:00:00-07:00 Denver,"",73%,3,26°F,"","",26°F,3_unknown,"",83%
2017-12-20T23:00:00-07:00 Denver,"",73%,3,25°F,"","",25°F,2_unknown,"",79%
2017-12-21T00:00:00-07:00 Denver,"",74%,3,25°F,"","",24°F,2_unknown,"",75%
2017-12-21T01:00:00-07:00 Denver,"",75%,3,24°F,"","",24°F,2_unknown,"",77%
2017-12-21T02:00:00-07:00 Denver,"",77%,3,24°F,"","",24°F,3_unknown,"",78%
2017-12-21T03:00:00-07:00 Denver,"",79%,3,23°F,"","",24°F,3_unknown,"",79%
2017-12-21T04:00:00-07:00 Denver,"",80%,3,23°F,"","",23°F,3_unknown,"",82%
2017-12-21T05:00:00-07:00 Denver,"",81%,2,23°F,"","",23°F,3_unknown,"",84%
2017-12-21T06:00:00-07:00 Denver,"",82%,2,22°F,"","",23°F,3_unknown,"",87%
2017-12-21T07:00:00-07:00 Denver,"",79%,2,22°F,"","",22°F,3_unknown,"",85%
2017-12-21T07:49:00-07:00 Denver,"","","","","","","","",true,""
2017-12-21T07:50:00-07:00 Denver,true,"","","","","","","","",""
2017-12-21T08:00:00-07:00 Denver,"",76%,2,21°F,"","",22°F,3_unknown,"",84%
2017-12-21T09:00:00-07:00 Denver,"",73%,2,21°F,"","",21°F,3_unknown,"",82%
2017-12-21T10:00:00-07:00 Denver,"",67%,2,23°F,"","",22°F,3_unknown,"",77%
2017-12-21T11:00:00-07:00 Denver,"",61%,1,24°F,"","",23°F,2_unknown,"",72%
2017-12-21T12:00:00-07:00 Denver,"",55%,1,26°F,"","",24°F,2_unknown,"",67%
2017-12-21T13:00:00-07:00 Denver,"",53%,1,27°F,"","",24°F,2_unknown,"",64%
2017-12-21T14:00:00-07:00 Denver,"",52%,1,27°F,"","",25°F,2_unknown,"",61%
2017-12-21T15:00:00-07:00 Denver,"",51%,1,28°F,"","",26°F,2_unknown,"",58%
2017-12-21T16:00:00-07:00 Denver,"",54%,1,26°F,"","",25°F,2_unknown,"",59%
2017-12-21T17:00:00-07:00 Denver,"",58%,1,25°F,"","",24°F,2_unknown,"",61%
2017-12-21T17:03:00-07:00 Denver,false,"","","","","","","",false,""
2017-12-21T18:00:00-07:00 Denver,"",61%,1,23°F,"","",23°F,2_unknown,"",62%
2017-12-21T19:00:00-07:00 Denver,"",62%,1,23°F,"","",24°F,2_unknown,"",64%
2017-12-21T20:00:00-07:00 Denver,"",62%,1,23°F,"","",25°F,1_unknown,"",66%
2017-12-21T21:00:00-07:00 Denver,"",63%,1,23°F,"","",26°F,1_unknown,"",69%
2017-12-21T22:00:00-07:00 Denver,"",64%,1,23°F,"","",25°F,1_unknown,"",70%
2017-12-21T23:00:00-07:00 Denver,"",65%,2,23°F,"","",25°F,1_unknown,"",72%
2017-12-22T00:00:00-07:00 Denver,"",66%,2,23°F,"","",25°F,1_unknown,"",74%
2017-12-22T01:00:00-07:00 Denver,"",70%,2,21°F,"","",23°F,1_unknown,"",76%
2017-12-22T02:00:00-07:00 Denver,"",75%,2,20°F,"","",21°F,2_unknown,"",77%
2017-12-22T03:00:00-07:00 Denver,"",79%,2,19°F,"","",19°F,2_unknown,"",79%
2017-12-22T04:00:00-07:00 Denver,"",81%,2,18°F,"","",19°F,2_unknown,"",76%
2017-12-22T05:00:00-07:00 Denver,"",83%,2,18°F,"","",19°F,1_unknown,"",74%
2017-12-22T06:00:00-07:00 Denver,"",85%,2,17°F,"","",18°F,1_unknown,"",71%
2017-12-22T07:00:00-07:00 Denver,"",83%,2,17°F,"","",18°F,1_unknown,"",70%
2017-12-22T07:49:00-07:00 Denver,"","","","","","","","",true,""
2017-12-22T07:50:00-07:00 Denver,true,"","","","","","","","",""
2017-12-22T08:00:00-07:00 Denver,"",81%,2,16°F,"","",18°F,2_unknown,"",69%
2017-12-22T09:00:00-07:00 Denver,"",80%,2,16°F,"","",18°F,2_unknown,"",67%
2017-12-22T10:00:00-07:00 Denver,"",71%,2,19°F,"","",21°F,2_unknown,"",62%
2017-12-22T11:00:00-07:00 Denver,"",63%,1,22°F,"","",23°F,1_unknown,"",56%
